,energy_pred,uncert_pred,energy,event_no
56,218.7913360595703,218.5475616455078,223.46527099609375,522639.0
57,271.3020935058594,271.16455078125,259.65106201171875,515860.0
58,223.8123321533203,223.62234497070312,235.89442443847656,5186582.0
59,310.4085693359375,310.37506103515625,281.28228759765625,3805148.0
60,237.84780883789062,237.3120574951172,736.0737915039062,6557361.0
61,246.1959228515625,245.89845275878906,264.8755187988281,188447.0
62,244.79446411132812,244.45164489746094,227.64990234375,1281655.0
63,243.9913787841797,243.67799377441406,255.10272216796875,575463.0
64,219.56239318847656,219.5707550048828,210.04299926757812,105385.0
65,327.26055908203125,326.99017333984375,297.4457092285156,5857238.0
66,196.83395385742188,196.65260314941406,186.67332458496094,1742602.0
67,315.8431091308594,315.8143310546875,298.33660888671875,1696398.0
68,247.7303924560547,247.55343627929688,233.87745666503906,3301690.0
69,202.3961944580078,202.2829132080078,245.9011993408203,3539606.0
70,246.89376831054688,246.71250915527344,238.830810546875,4945736.0
71,285.8443298339844,285.67999267578125,264.3051452636719,6724063.0
72,284.586181640625,285.15478515625,303.3593444824219,6570173.0
73,242.24681091308594,242.23963928222656,269.1817626953125,4223753.0
74,293.3218688964844,293.2868957519531,280.71331787109375,1470705.0
75,250.7023468017578,250.40536499023438,257.58233642578125,7130347.0
76,269.08489990234375,268.8012390136719,272.5777282714844,6195438.0
77,295.8366394042969,295.8124694824219,286.7055969238281,6522599.0
78,246.19757080078125,245.62100219726562,246.7779083251953,5154625.0
79,227.2262420654297,226.7262420654297,217.39114379882812,4042986.0
80,231.5987548828125,231.48789978027344,226.9213409423828,3697764.0
81,236.1820068359375,236.00164794921875,252.0335235595703,4134592.0
82,283.09783935546875,283.68194580078125,261.9868469238281,5353247.0
83,246.39816284179688,246.2708740234375,237.15122985839844,6296501.0
84,204.88320922851562,204.8115997314453,297.6448974609375,2690706.0
85,222.6085205078125,222.32000732421875,200.3567352294922,134562.0
86,343.0684509277344,342.8699035644531,308.33905029296875,507378.0
87,201.88800048828125,201.77464294433594,200.80735778808594,3524657.0
88,285.74713134765625,285.55908203125,267.0955505371094,6869777.0
89,269.5516052246094,269.52044677734375,264.7998352050781,7558064.0
90,315.8359680175781,315.67645263671875,284.7766418457031,5873426.0
91,216.99420166015625,216.89541625976562,214.33421325683594,2973955.0
92,320.6658020019531,320.39544677734375,347.3056945800781,6523362.0
93,245.02227783203125,244.69454956054688,239.79383850097656,1705968.0
94,199.6092529296875,199.4849395751953,200.78453063964844,1260153.0
95,202.57623291015625,202.51588439941406,203.06471252441406,3193148.0
96,226.554931640625,226.43345642089844,210.074951171875,2068017.0
97,333.16790771484375,333.28277587890625,317.0595397949219,7561567.0
98,289.04937744140625,289.4996337890625,314.5303649902344,3822997.0
99,227.1780242919922,227.23069763183594,279.20458984375,3216488.0
100,194.78875732421875,194.7116241455078,239.7801971435547,4286345.0
101,249.41366577148438,249.17161560058594,254.1346435546875,5585042.0
102,251.6461181640625,251.56097412109375,241.86326599121094,4135399.0
103,293.0508117675781,292.78790283203125,299.0091857910156,2066787.0
104,324.3667297363281,324.076904296875,317.6285400390625,3093070.0
105,241.87332153320312,241.85137939453125,238.25857543945312,1929218.0
106,240.44351196289062,240.4253387451172,222.30233764648438,7360604.0
107,313.9378356933594,313.90771484375,283.67437744140625,593022.0
108,309.5650939941406,309.3197937011719,396.44781494140625,3820257.0
109,223.7164306640625,223.7405242919922,228.45452880859375,4940506.0
110,243.70521545410156,243.3276824951172,236.6136932373047,308410.0
111,261.7524719238281,261.4414367675781,227.25894165039062,3809155.0
112,293.9556579589844,293.74249267578125,298.94378662109375,3653298.0
113,248.1436767578125,247.6647186279297,255.3618927001953,843891.0
114,249.56948852539062,249.4264373779297,265.5710754394531,4953501.0
115,245.627197265625,246.10885620117188,233.8206787109375,3166249.0
116,254.5049591064453,254.82814025878906,256.8028869628906,2316019.0
117,317.7887878417969,317.47479248046875,342.7392272949219,7495005.0
118,325.1324768066406,324.97784423828125,329.5685729980469,7077771.0
119,244.7403106689453,245.18789672851562,253.5882568359375,4959555.0
120,250.99989318847656,250.95726013183594,240.62301635742188,6535680.0
121,325.56134033203125,325.2129211425781,295.603271484375,5637000.0
122,230.71548461914062,230.4684600830078,257.63970947265625,5806770.0
123,217.29360961914062,217.27024841308594,206.41622924804688,7338394.0
124,302.2733459472656,301.88690185546875,296.0020446777344,3805593.0
125,274.41937255859375,275.0105285644531,257.2723388671875,4841211.0
126,228.32171630859375,228.0521697998047,218.69590759277344,1845267.0
127,240.37986755371094,239.93284606933594,184.9228973388672,3730356.0
128,228.65492248535156,228.40794372558594,236.47068786621094,7251689.0
129,232.46783447265625,232.31016540527344,232.90504455566406,4132564.0
130,234.07266235351562,233.95175170898438,257.40716552734375,7962917.0
131,208.3289337158203,208.1970977783203,200.96994018554688,5615882.0
132,204.8176727294922,204.75668334960938,192.82391357421875,6797431.0
133,328.651611328125,328.1961364746094,298.6656494140625,948279.0
134,338.62408447265625,338.33880615234375,352.05792236328125,7499413.0
135,290.56280517578125,290.5522155761719,346.9346618652344,5166217.0
136,196.0623321533203,195.88485717773438,204.15634155273438,5151330.0
137,245.55804443359375,245.52947998046875,247.4879608154297,1427688.0
138,276.31011962890625,276.13055419921875,275.8074035644531,2974098.0
139,208.74734497070312,208.69349670410156,262.9130554199219,934508.0
140,241.43923950195312,241.20986938476562,272.482177734375,1193197.0
141,232.71829223632812,232.42660522460938,242.87533569335938,2330078.0
142,260.99151611328125,260.8473205566406,235.39035034179688,4249822.0
143,262.5683288574219,262.5925598144531,266.2801818847656,3241115.0
144,221.88616943359375,221.802001953125,217.39012145996094,295683.0
145,284.2326354980469,284.06915283203125,280.69171142578125,3806362.0
146,308.5511779785156,308.345703125,297.42864990234375,4160105.0
147,314.8213806152344,314.6722717285156,311.6798095703125,671902.0
148,246.0677490234375,245.59556579589844,218.54718017578125,3759223.0
149,239.58560180664062,239.46116638183594,241.02963256835938,3772231.0
150,231.08094787597656,230.5335235595703,221.368896484375,3621417.0
151,257.8625793457031,257.79388427734375,263.7934265136719,6739043.0
152,212.6336212158203,212.5856475830078,193.21279907226562,6518738.0
153,234.2894744873047,234.16725158691406,223.34925842285156,5635294.0
154,197.27252197265625,197.0594940185547,203.06834411621094,4284520.0
155,341.0751037597656,341.14971923828125,341.0142517089844,2401001.0
156,250.56051635742188,250.30984497070312,280.0609436035156,4901803.0
157,245.0145263671875,244.95521545410156,246.03948974609375,106045.0
158,231.72731018066406,231.56280517578125,224.7043914794922,450722.0
159,226.30836486816406,226.25242614746094,210.2954864501953,3093297.0
160,216.36114501953125,216.21043395996094,186.802001953125,4145365.0
161,256.7367248535156,256.64801025390625,195.6135711669922,3331773.0
162,307.42291259765625,307.3392639160156,304.789794921875,2495696.0
163,244.41160583496094,244.3171844482422,245.4700927734375,709209.0
164,254.1685028076172,254.09071350097656,239.55860900878906,1470242.0
165,284.517822265625,284.46087646484375,273.0333251953125,5342753.0
166,335.3804626464844,334.93743896484375,344.47076416015625,1972677.0
167,201.1720428466797,201.16921997070312,233.8203125,4703180.0
168,239.6533203125,240.0603790283203,256.6046447753906,3231416.0
169,225.15589904785156,225.02919006347656,220.57080078125,2729547.0
170,316.5428771972656,316.50714111328125,349.8778991699219,1818104.0
171,273.8310852050781,273.700927734375,251.17935180664062,172018.0
172,336.9055480957031,337.0849609375,321.742431640625,3268068.0
173,214.59527587890625,214.6053924560547,206.49974060058594,7656514.0
174,320.4367370605469,320.288818359375,334.2431945800781,4284970.0
175,221.72499084472656,221.45187377929688,201.48609924316406,909761.0
176,312.1290588378906,311.806396484375,357.15887451171875,4286820.0
177,206.03915405273438,205.9117889404297,271.8768310546875,1588299.0
178,227.23031616210938,226.94410705566406,245.82273864746094,4494943.0
179,330.1933898925781,329.9720458984375,327.4854736328125,1066347.0
180,211.27978515625,211.2543182373047,204.9515838623047,1158458.0
181,208.56399536132812,208.37437438964844,226.34339904785156,2975775.0
182,303.8371276855469,303.6777648925781,359.1666259765625,5012027.0
183,216.56027221679688,216.5026397705078,176.9678192138672,1812905.0
184,247.7200164794922,247.34388732910156,248.51853942871094,1000591.0
185,288.5211181640625,288.513916015625,276.0062255859375,7388184.0
186,319.140869140625,318.6160888671875,286.3310852050781,7474023.0
187,286.49169921875,286.13726806640625,302.0168762207031,7469084.0
188,218.36351013183594,218.27098083496094,221.322021484375,5491172.0
189,287.8138427734375,287.4049987792969,285.0503234863281,3415579.0
190,231.32211303710938,231.10804748535156,238.4131317138672,4568867.0
191,247.72377014160156,247.4476776123047,238.391845703125,927847.0
192,279.9611511230469,280.9642639160156,286.5585021972656,4611192.0
193,235.71554565429688,235.2699737548828,258.5193176269531,67101.0
194,301.9694519042969,301.9218444824219,309.1877136230469,7098768.0
195,193.14608764648438,193.08609008789062,179.72726440429688,3815993.0
196,184.33668518066406,184.2613983154297,164.9269256591797,6218381.0
197,245.0577392578125,244.8102264404297,264.1115417480469,4124872.0
198,279.87677001953125,279.92987060546875,291.204345703125,262484.0
199,329.3285827636719,329.2175598144531,310.1291198730469,4283325.0
200,210.4266357421875,210.4706573486328,238.34132385253906,6374752.0
201,219.95819091796875,219.7809600830078,203.2093048095703,270419.0
202,283.853515625,283.9884948730469,268.26812744140625,7439696.0
203,232.4291229248047,232.53173828125,237.63751220703125,3777917.0
204,293.20501708984375,293.688720703125,254.21046447753906,5254814.0
205,307.7572937011719,307.575439453125,283.85723876953125,7823712.0
206,332.7872009277344,332.9830322265625,330.917236328125,2028427.0
207,199.8855743408203,199.84205627441406,168.32838439941406,7984055.0
208,323.3269348144531,323.3143005371094,308.99224853515625,7816832.0
209,275.76300048828125,275.5586853027344,246.056396484375,5363226.0
210,340.84027099609375,340.57440185546875,317.8983459472656,6644475.0
211,249.45501708984375,249.47882080078125,259.8741455078125,5810376.0
212,307.7062072753906,307.5085144042969,297.4349060058594,3346556.0
213,225.09866333007812,224.9313507080078,203.8335723876953,2862022.0
214,233.02505493164062,233.0620880126953,227.37542724609375,6865649.0
215,190.5857696533203,190.4649200439453,249.96575927734375,5158903.0
216,279.8328857421875,279.70635986328125,270.7291259765625,4928292.0
217,243.99171447753906,243.8590545654297,242.9407958984375,4771278.0
218,219.79364013671875,219.5885467529297,245.6468505859375,4749773.0
219,195.49365234375,195.4738311767578,208.87403869628906,533473.0
220,325.69622802734375,325.48736572265625,360.6644592285156,5799637.0
221,248.17507934570312,248.4811248779297,248.2100067138672,3008229.0
222,215.56658935546875,215.52427673339844,204.8895721435547,6206730.0
223,233.89541625976562,233.7945098876953,233.55355834960938,2634656.0
224,256.61431884765625,256.4497985839844,243.67816162109375,2734424.0
225,299.0818176269531,298.6732177734375,310.0901794433594,2415717.0
226,248.03955078125,247.78932189941406,274.93487548828125,2089052.0
227,235.97122192382812,236.4413604736328,241.091064453125,913360.0
228,279.27655029296875,279.22705078125,269.0128479003906,7119685.0
229,261.5351257324219,261.2099609375,251.61544799804688,3234853.0
230,339.1188049316406,338.8886413574219,355.8881530761719,1043537.0
231,319.0482177734375,318.7705383300781,319.4975891113281,7426370.0
232,239.34390258789062,239.32008361816406,237.5690460205078,7984385.0
233,202.1999969482422,202.1506805419922,210.4268798828125,4907645.0
234,182.0193634033203,181.79371643066406,203.6258544921875,6534511.0
235,255.71279907226562,255.470703125,279.13360595703125,2958342.0
236,216.65289306640625,216.4580535888672,199.9065704345703,7976822.0
237,230.90419006347656,230.65757751464844,239.09683227539062,1941424.0
238,203.94439697265625,203.53750610351562,176.36196899414062,5331270.0
239,231.5164337158203,231.40948486328125,248.50685119628906,1001422.0
240,343.9429016113281,343.72283935546875,322.6518859863281,2965437.0
241,235.0003204345703,234.5941162109375,259.7115173339844,5524781.0
242,235.1020965576172,234.87998962402344,225.87298583984375,2717609.0
243,263.55108642578125,263.392578125,265.943359375,7958482.0
244,213.6686248779297,213.55899047851562,190.10604858398438,5301147.0
245,299.1221923828125,299.01190185546875,295.4286193847656,6055093.0
246,226.33132934570312,226.1062774658203,226.68055725097656,5079716.0
247,241.7282257080078,241.64767456054688,235.49183654785156,4215309.0
248,316.7309875488281,316.5661315917969,340.8479919433594,6401620.0
249,193.64866638183594,193.6969451904297,175.98739624023438,3090101.0
250,304.813232421875,304.5391540527344,319.2572937011719,6323780.0
251,206.5369415283203,206.5194549560547,237.46435546875,7535471.0
252,178.57431030273438,178.30996704101562,164.92831420898438,4675230.0
253,230.1820526123047,230.04507446289062,202.02671813964844,4132365.0
254,214.84518432617188,214.8788299560547,194.25482177734375,2631499.0
255,224.58544921875,224.49261474609375,209.25393676757812,5077142.0
256,253.4548797607422,253.47386169433594,261.02740478515625,507754.0
257,270.6956481933594,270.9517822265625,258.8660583496094,428670.0
258,329.01708984375,328.76898193359375,333.6477355957031,1735162.0
259,245.55514526367188,245.37062072753906,235.2072296142578,3966948.0
260,325.5617980957031,325.38983154296875,322.1596984863281,6921999.0
261,293.9571533203125,293.71014404296875,278.46136474609375,4792899.0
262,330.7160949707031,330.4049987792969,294.919921875,5860680.0
263,309.71856689453125,309.495849609375,303.6499938964844,5142239.0
264,193.12278747558594,192.94578552246094,195.77398681640625,4263621.0
265,226.59347534179688,226.59927368164062,253.38365173339844,2432700.0
266,242.6851806640625,242.5154266357422,281.9349365234375,3859922.0
267,238.64295959472656,238.376220703125,251.76687622070312,479495.0
268,293.2060852050781,293.1370849609375,374.7896728515625,7339913.0
269,337.81689453125,338.3575439453125,314.40350341796875,3545997.0
270,207.7877960205078,207.81016540527344,209.1296844482422,160757.0
271,221.47178649902344,221.4831085205078,232.92410278320312,547853.0
272,253.9285125732422,253.65538024902344,252.5549774169922,4759429.0
273,231.7593994140625,231.6692657470703,223.87472534179688,288169.0
274,212.25306701660156,212.14869689941406,189.9893798828125,5870690.0
275,207.10546875,206.9603729248047,240.6593017578125,818030.0
276,276.1769714355469,275.8905334472656,252.65594482421875,204833.0
277,188.47573852539062,188.3934783935547,225.8948974609375,745834.0
278,264.31134033203125,264.01361083984375,307.50518798828125,4390740.0
279,294.61761474609375,294.7099609375,273.34136962890625,3630627.0
280,244.96890258789062,244.52955627441406,231.33604431152344,6176319.0
281,226.6461181640625,226.33424377441406,229.4772186279297,4081866.0
282,253.39346313476562,253.1464385986328,275.4513244628906,542175.0
283,203.79348754882812,203.2664794921875,229.8969268798828,269392.0
284,297.8057861328125,297.622314453125,272.00787353515625,7985814.0
285,211.42481994628906,211.2707977294922,250.8511505126953,1738729.0
286,216.18431091308594,216.1105499267578,203.9034881591797,7399468.0
287,198.58973693847656,198.469970703125,189.16522216796875,5358957.0
288,262.49676513671875,262.26409912109375,272.4156494140625,6180702.0
289,266.3433837890625,266.463134765625,264.306640625,4572032.0
290,227.78219604492188,227.5244140625,224.8250274658203,708092.0
291,329.0920715332031,328.9562683105469,305.2205505371094,1891589.0
292,303.5475769042969,303.38616943359375,305.8863525390625,1962442.0
293,282.163818359375,281.980712890625,305.9075927734375,3716889.0
294,236.81361389160156,236.6190643310547,221.82289123535156,1558132.0
295,249.93917846679688,249.90110778808594,217.67042541503906,7494650.0
296,323.086669921875,322.96966552734375,291.51287841796875,2914288.0
297,236.37367248535156,236.0708770751953,231.88571166992188,543518.0
298,221.0993194580078,220.9562530517578,204.49928283691406,4126093.0
299,252.73019409179688,252.6167755126953,236.02183532714844,2081989.0
300,238.931884765625,238.71316528320312,204.66705322265625,1747344.0
301,364.9025573730469,364.918212890625,380.8672790527344,205502.0
302,253.5129852294922,253.104248046875,301.2886962890625,6714594.0
303,209.10850524902344,209.07286071777344,193.56581115722656,7334112.0
304,298.7304382324219,298.4803771972656,331.34124755859375,943231.0
305,334.4007568359375,334.04119873046875,378.2677917480469,3752729.0
306,294.8528747558594,294.6249084472656,265.8755187988281,7552717.0
307,215.34402465820312,215.2937469482422,197.6221923828125,7971260.0
308,229.2386474609375,228.80897521972656,277.1026306152344,5853802.0
309,258.9013366699219,258.617431640625,244.58828735351562,4841439.0
310,225.91665649414062,225.8833770751953,216.0110626220703,3532832.0
311,228.92921447753906,228.64280700683594,236.2815399169922,1868727.0
312,316.5330810546875,316.36773681640625,293.55963134765625,709267.0
313,229.1540069580078,229.09986877441406,212.33026123046875,5412987.0
314,198.2543487548828,198.02320861816406,193.73727416992188,7142651.0
315,341.1981506347656,341.13385009765625,325.6100158691406,1055003.0
316,222.02403259277344,221.67733764648438,216.5404052734375,4049531.0
317,280.2077941894531,280.1146240234375,308.6845703125,4917352.0
318,266.72515869140625,266.43646240234375,249.32949829101562,3339509.0
319,239.020263671875,238.66152954101562,239.03555297851562,6428638.0
320,331.75946044921875,331.5836181640625,311.701416015625,2497057.0
321,271.069091796875,270.9557800292969,295.4323425292969,552704.0
322,257.9006652832031,257.50860595703125,280.3652038574219,2084586.0
323,238.96304321289062,238.9534454345703,212.4160919189453,4799033.0
324,233.0022430419922,232.67410278320312,233.18637084960938,121039.0
325,288.2390441894531,287.89825439453125,339.5071105957031,7985953.0
326,209.4825897216797,209.28582763671875,205.5356903076172,6535599.0
327,287.8025817871094,287.8239440917969,267.1092834472656,1247298.0
328,213.1458282470703,212.71998596191406,245.1583251953125,1232363.0
329,251.63290405273438,251.34219360351562,235.20213317871094,5857961.0
330,220.59271240234375,220.2254180908203,238.7273712158203,3752194.0
331,261.8394470214844,261.750732421875,251.20733642578125,415601.0
332,297.2774658203125,297.168701171875,306.8816223144531,586008.0
333,306.5766296386719,306.5418395996094,353.09356689453125,7993914.0
334,229.51768493652344,229.43711853027344,239.47598266601562,5375845.0
335,341.5856628417969,341.1124572753906,298.55157470703125,5270071.0
336,244.5417022705078,244.3208770751953,308.5871887207031,5352504.0
337,251.47622680664062,251.1225128173828,244.15377807617188,6822586.0
338,260.40899658203125,260.92022705078125,233.0889129638672,7627408.0
339,272.80035400390625,272.67822265625,249.54412841796875,3288623.0
340,255.5075225830078,255.08343505859375,244.06304931640625,5673332.0
341,227.08306884765625,226.9712371826172,218.17100524902344,5157082.0
342,323.8638000488281,323.6017150878906,344.8014221191406,5300837.0
343,278.77362060546875,278.98095703125,273.23004150390625,424171.0
344,210.82373046875,210.8583221435547,215.826904296875,6581953.0
345,327.7845764160156,327.62628173828125,317.1794128417969,4569280.0
346,328.0006103515625,327.8426513671875,330.81671142578125,5271853.0
347,317.8983154296875,317.63909912109375,351.0001220703125,7401162.0
348,234.0899658203125,233.61337280273438,214.0350341796875,1459788.0
349,318.8287658691406,318.8994140625,302.5021057128906,4139574.0
350,225.69873046875,225.6988983154297,239.58053588867188,4792248.0
351,218.67312622070312,218.5465545654297,220.59518432617188,2695528.0
352,311.7944030761719,311.719482421875,343.85662841796875,2793829.0
353,246.34512329101562,246.11134338378906,272.77630615234375,5673060.0
354,245.65748596191406,245.4600067138672,246.6040496826172,7525996.0
355,244.11883544921875,243.9906463623047,224.92144775390625,7074212.0
356,228.77047729492188,228.5194549560547,242.3895263671875,1015572.0
357,335.1379089355469,334.770263671875,312.0088806152344,6813562.0
358,319.5425109863281,319.17071533203125,318.16943359375,6855958.0
359,264.2283935546875,264.13165283203125,248.18484497070312,5826703.0
360,238.67015075683594,238.62440490722656,237.27708435058594,2072817.0
361,198.2348175048828,198.14515686035156,226.7487030029297,3078254.0
362,207.02154541015625,206.9344024658203,225.33641052246094,5647167.0
363,204.63409423828125,204.27198791503906,247.05162048339844,554939.0
364,218.6514129638672,218.57460021972656,237.7003173828125,938727.0
365,239.5660400390625,239.46197509765625,247.48594665527344,2447578.0
366,310.4095153808594,310.2281494140625,322.55963134765625,7405620.0
367,217.770751953125,217.6995391845703,214.55137634277344,2909047.0
368,226.5288848876953,226.50328063964844,211.63758850097656,146687.0
369,303.3355407714844,303.22265625,283.3323669433594,6273369.0
370,188.7989959716797,188.6268768310547,231.22760009765625,4987512.0
371,216.76651000976562,216.71131896972656,212.3063507080078,1193277.0
372,337.8040771484375,337.75506591796875,317.5455017089844,4164635.0
373,233.1444549560547,233.02183532714844,233.6494140625,6243399.0
374,202.82034301757812,202.6209259033203,181.66661071777344,6633799.0
375,198.598388671875,198.53921508789062,178.49078369140625,5249873.0
376,268.07440185546875,268.26617431640625,253.0192413330078,4264153.0
377,258.6473693847656,258.0039978027344,235.95079040527344,330225.0
378,236.87643432617188,236.89845275878906,271.6951904296875,5832135.0
379,346.5689392089844,346.4925842285156,326.77606201171875,4673743.0
380,227.2744598388672,227.23072814941406,234.49790954589844,2015159.0
381,257.5794372558594,257.1931457519531,252.48995971679688,5964485.0
382,233.63906860351562,233.34788513183594,215.31309509277344,29571.0
383,251.9198760986328,251.8478546142578,254.0662078857422,3738996.0
384,283.8797607421875,283.8320617675781,295.5046691894531,2320245.0
385,348.7480163574219,348.4954833984375,340.4522705078125,7132372.0
386,205.8341827392578,205.54373168945312,201.54896545410156,4575618.0
387,244.2340850830078,243.91761779785156,229.29876708984375,7079874.0
388,229.0668487548828,229.0226593017578,210.2012939453125,2408741.0
389,219.99490356445312,219.8162078857422,228.74862670898438,1516888.0
390,306.047607421875,305.86016845703125,317.3050231933594,7122815.0
391,225.83750915527344,225.83265686035156,205.9472198486328,4702379.0
392,316.1736145019531,315.8367919921875,306.996337890625,6514531.0
393,198.42868041992188,198.28988647460938,214.15988159179688,4417147.0
394,291.7506408691406,291.4931640625,332.0965576171875,4267543.0
395,261.98681640625,261.73455810546875,260.5709533691406,2712490.0
396,308.3164367675781,308.1302185058594,281.829833984375,1517355.0
397,336.0632629394531,335.78704833984375,302.10821533203125,7067623.0
398,295.4990539550781,295.4609375,278.4848937988281,5791783.0
399,218.1859893798828,218.04324340820312,202.08428955078125,6522825.0
400,294.8341979980469,295.2059020996094,292.57720947265625,4123054.0
401,243.23867797851562,243.2487335205078,237.5125732421875,1743231.0
402,289.2596435546875,289.1480407714844,284.2034912109375,285066.0
403,278.2192077636719,277.8247985839844,257.1053161621094,4934478.0
404,246.3860321044922,246.0795135498047,216.22235107421875,544727.0
405,220.79544067382812,220.7332000732422,213.4923858642578,4244916.0
406,320.9583740234375,321.0719909667969,291.9187316894531,3244544.0
407,213.07814025878906,212.8349151611328,201.60317993164062,7427080.0
408,294.7725524902344,294.516357421875,271.2513122558594,3888338.0
409,239.9324951171875,239.6013946533203,237.82740783691406,5870173.0
410,325.490234375,325.00469970703125,302.5225524902344,7621932.0
411,245.50027465820312,244.96075439453125,250.5877685546875,7997118.0
412,258.4100646972656,258.1959228515625,226.3697509765625,4075533.0
413,211.5977783203125,211.2455596923828,204.3577880859375,4565501.0
414,227.59161376953125,227.5491485595703,232.76651000976562,7110587.0
415,229.8118896484375,229.69931030273438,229.1671600341797,6696136.0
416,228.1950225830078,228.0642547607422,212.62750244140625,5865439.0
417,234.94827270507812,234.8706817626953,226.91883850097656,4074419.0
418,221.850341796875,221.39315795898438,188.83627319335938,1436440.0
419,239.91799926757812,239.95472717285156,238.31980895996094,2049619.0
420,331.6084289550781,331.5367126464844,317.400390625,4918992.0
421,232.226806640625,232.17372131347656,229.11949157714844,288157.0
422,267.71875,267.54180908203125,288.2904357910156,5484899.0
423,215.54849243164062,215.4215545654297,219.95834350585938,2512946.0
424,253.646728515625,253.66465759277344,285.1904602050781,6570494.0
425,248.7799835205078,248.73118591308594,247.6707763671875,7057313.0
426,233.5539093017578,233.3708953857422,238.0186767578125,2310695.0
427,204.87376403808594,204.78309631347656,227.58677673339844,7388547.0
428,236.31704711914062,236.38404846191406,221.952392578125,5278724.0
429,324.4292297363281,324.12957763671875,299.10589599609375,6746089.0
430,240.3361053466797,240.02894592285156,238.12644958496094,1345459.0
431,223.32598876953125,223.2051544189453,207.0127410888672,325723.0
432,284.82098388671875,284.64654541015625,300.97808837890625,2339045.0
433,217.39349365234375,217.08712768554688,174.3188018798828,2334075.0
434,317.3793029785156,317.02056884765625,295.6270751953125,6213765.0
435,307.5613708496094,307.54583740234375,313.38787841796875,7337741.0
436,229.18190002441406,228.9179229736328,215.8619384765625,6884341.0
437,269.77203369140625,269.986083984375,260.2436828613281,5346001.0
438,211.88714599609375,211.69813537597656,200.89541625976562,4927865.0
439,215.25514221191406,215.0101776123047,203.2841033935547,5216155.0
440,310.7039489746094,310.4168701171875,298.5348815917969,6294588.0
441,187.6212158203125,187.4916534423828,169.4571075439453,2456708.0
