,stopped_muon_pred,stopped_muon,event_no
70,1.3005314940528478e-06,0.0,258254.0
71,3.3130658039226546e-07,0.0,273266.0
72,0.8283439874649048,1.0,1406312.0
73,1.568093016546257e-10,0.0,3767439.0
74,0.873443603515625,1.0,270568.0
75,0.015122538432478905,0.0,3791947.0
76,0.9999991655349731,1.0,84541.0
77,0.0014509748434647918,0.0,4871750.0
78,1.5048985617400473e-38,0.0,1715072.0
79,1.082022890841472e-06,0.0,5117607.0
80,1.8981940850030886e-16,0.0,3965505.0
81,0.9999932050704956,1.0,1802303.0
82,0.6015607118606567,1.0,1496278.0
83,0.9999234676361084,1.0,3031423.0
84,0.9999984502792358,1.0,329751.0
85,0.999901533126831,1.0,1244353.0
86,0.07964122295379639,0.0,5054082.0
87,0.0001922656228998676,0.0,1977964.0
88,2.0578330028496114e-14,0.0,4595046.0
89,0.9997029900550842,1.0,1017874.0
90,0.9999994039535522,1.0,3332852.0
91,0.9999997615814209,1.0,3379950.0
92,0.002779885660856962,0.0,2434949.0
93,0.9999834299087524,1.0,1387096.0
94,0.9999986886978149,1.0,997973.0
95,1.3165825762939676e-08,0.0,5165596.0
96,0.6927368640899658,1.0,908842.0
97,0.0,0.0,3193020.0
98,0.9999969005584717,1.0,1891042.0
99,0.27531206607818604,0.0,2882630.0
100,0.999958872795105,1.0,2067440.0
101,0.2515486478805542,1.0,3320304.0
102,0.9999842643737793,1.0,3514505.0
103,0.9998784065246582,1.0,3248379.0
104,0.6014232635498047,1.0,1212357.0
105,8.362456327404288e-08,0.0,5219495.0
106,0.9999340772628784,1.0,2990561.0
107,1.193778187413841e-09,0.0,2960594.0
108,0.999977707862854,1.0,2877927.0
109,0.13237547874450684,0.0,4725824.0
110,2.4797304834511813e-11,0.0,4813969.0
111,0.9768722057342529,1.0,1896334.0
112,0.9239839315414429,1.0,201894.0
113,9.117791677226705e-08,0.0,541758.0
114,3.43662764912267e-09,0.0,3933966.0
115,8.657325967220686e-10,0.0,2761419.0
116,0.8895800113677979,0.0,5159613.0
117,0.06336242705583572,0.0,685733.0
118,0.2748226225376129,0.0,3952733.0
119,0.012163195759057999,0.0,3616194.0
120,3.3006404009938706e-07,0.0,1271204.0
121,1.3664260222867597e-05,0.0,1740558.0
122,0.9993902444839478,1.0,1520578.0
123,0.772765040397644,1.0,3397603.0
124,5.511255949386396e-07,0.0,1696374.0
125,1.2708005669992417e-07,0.0,2039412.0
126,0.0024233495350927114,0.0,2304982.0
127,1.751398173155394e-07,0.0,2970980.0
128,7.214142044159599e-12,0.0,5385824.0
129,1.0,1.0,1949649.0
130,1.0987078764050303e-16,0.0,2611746.0
131,0.635431170463562,1.0,938703.0
132,0.21869558095932007,0.0,2098155.0
133,0.009354776702821255,0.0,549235.0
134,0.0001314522814936936,0.0,3407182.0
135,0.9999949932098389,1.0,2495414.0
136,0.14149056375026703,1.0,230604.0
137,0.5734022855758667,0.0,5553998.0
138,0.9999997615814209,1.0,159845.0
139,0.37448495626449585,1.0,1754813.0
140,0.9999982118606567,1.0,2690013.0
141,0.3899047076702118,0.0,4942429.0
142,0.9999927282333374,1.0,1245595.0
143,2.45582741627004e-05,0.0,1156199.0
144,0.006414552219212055,0.0,3747244.0
145,2.4077343856820517e-20,0.0,4263264.0
146,0.9921869039535522,1.0,3323115.0
147,1.289978399654501e-07,0.0,4770822.0
148,0.9836322665214539,1.0,849757.0
149,0.9999346733093262,1.0,153025.0
150,0.0023411891888827085,0.0,3233683.0
151,0.5692865252494812,0.0,5181960.0
152,0.008436371572315693,0.0,4254665.0
153,0.08444647490978241,0.0,3876514.0
154,0.9999997615814209,1.0,3259707.0
155,2.108402064049386e-10,0.0,3665882.0
156,0.9955911636352539,1.0,735909.0
157,7.009106131674072e-19,0.0,3033150.0
158,0.3789142668247223,1.0,2717712.0
159,0.9999996423721313,1.0,1827752.0
160,6.014893190318298e-16,0.0,682869.0
161,0.9999922513961792,1.0,2913174.0
162,0.8641554117202759,0.0,1156001.0
163,0.45772984623908997,1.0,1707426.0
164,0.9999876022338867,1.0,3550941.0
165,0.9999901056289673,1.0,543069.0
166,5.809486225416549e-09,0.0,1119548.0
167,0.005573301576077938,0.0,4999972.0
168,4.0987728766594955e-09,0.0,516266.0
169,0.9999938011169434,1.0,3555000.0
170,0.5127821564674377,1.0,1848143.0
171,0.9961686730384827,1.0,2786327.0
172,0.9999998807907104,1.0,2896695.0
173,2.5404487541402787e-11,0.0,4690684.0
174,8.274600986624137e-06,0.0,4252679.0
175,0.9999634027481079,1.0,2790354.0
176,0.7957839965820312,1.0,204590.0
177,0.7145389914512634,1.0,1010352.0
178,0.9849895238876343,1.0,701624.0
179,5.123070412338393e-09,0.0,1082435.0
180,0.00034823271562345326,0.0,5016999.0
181,0.9996380805969238,1.0,2416827.0
182,2.003149408101777e-16,0.0,3252910.0
183,0.9576940536499023,1.0,575955.0
184,2.5704297513584606e-05,0.0,4162807.0
185,0.09500175714492798,0.0,1889452.0
186,1.1106880513814361e-24,0.0,5179147.0
187,0.849055826663971,1.0,2969626.0
188,0.9999997615814209,1.0,2479538.0
189,0.9999850988388062,1.0,473649.0
190,0.9999994039535522,1.0,2035485.0
191,1.9466403600176818e-08,0.0,189161.0
192,0.01841766946017742,0.0,5060624.0
193,7.131774327717721e-05,0.0,533360.0
194,2.1288794869178673e-06,0.0,4924218.0
195,7.323640147660626e-07,0.0,4109183.0
196,0.05653343349695206,0.0,2059502.0
197,0.0010208868188783526,0.0,2428153.0
198,0.999967098236084,1.0,3078540.0
199,0.00269317370839417,0.0,3869031.0
200,5.379676305122816e-12,0.0,4502901.0
201,1.1262109409111709e-14,0.0,2927389.0
202,0.9997755885124207,1.0,914771.0
203,0.25828006863594055,0.0,1399032.0
204,0.023262903094291687,0.0,692854.0
205,1.1520521373627104e-14,0.0,105637.0
206,0.9980987906455994,1.0,3110774.0
207,5.233705691054524e-10,0.0,1453895.0
208,2.3901095573819475e-06,0.0,2737161.0
209,0.9999090433120728,1.0,2729214.0
210,0.9994056224822998,1.0,3383901.0
211,0.9999949932098389,1.0,1144822.0
212,0.9999986886978149,1.0,727420.0
213,0.0018572206608951092,0.0,4756433.0
214,0.9999446868896484,1.0,273291.0
215,0.19772201776504517,0.0,4263244.0
216,1.83163678668663e-10,0.0,1939635.0
217,0.060882337391376495,0.0,3411761.0
218,0.0007749433862045407,0.0,3926511.0
219,1.180990309990193e-07,0.0,514362.0
220,1.5121283114538642e-09,0.0,4025049.0
221,0.9388810396194458,0.0,3819627.0
222,0.48904281854629517,0.0,5203491.0
223,0.9999903440475464,1.0,3232348.0
224,0.9999996423721313,1.0,1450432.0
225,0.9997579455375671,1.0,513549.0
226,0.9998551607131958,1.0,3270352.0
227,7.724669558228925e-06,0.0,4251212.0
228,9.21026282836506e-29,0.0,2434603.0
229,0.9298973083496094,1.0,213835.0
230,0.0016526159597560763,0.0,259067.0
231,2.5479544689399614e-12,0.0,3616934.0
232,0.9999995231628418,1.0,3265231.0
233,5.262531382888014e-11,0.0,4425848.0
234,0.9998345375061035,1.0,458474.0
235,0.06545557081699371,0.0,2959645.0
236,1.4289070415177824e-13,0.0,2419706.0
237,0.9999909400939941,1.0,3117050.0
238,0.030393585562705994,0.0,1411390.0
239,0.9996994733810425,1.0,29378.0
240,0.9999223947525024,1.0,456506.0
241,2.7199435862712562e-05,0.0,3930931.0
242,1.4559223271426447e-10,0.0,3212080.0
243,0.999994158744812,1.0,1917223.0
244,0.999988317489624,1.0,3253288.0
245,0.8594458103179932,0.0,1444308.0
246,0.4273466169834137,0.0,5283883.0
247,3.4317077716831956e-13,0.0,2969873.0
248,0.9999885559082031,1.0,3182355.0
249,1.0,1.0,1158029.0
250,0.013685827143490314,0.0,4389284.0
251,0.2349315583705902,0.0,3802585.0
252,0.9999994039535522,1.0,3206928.0
253,0.03828181326389313,0.0,1011825.0
254,0.02942623570561409,0.0,4131137.0
255,7.967500964545238e-11,0.0,2430688.0
256,0.04770635813474655,1.0,1558125.0
257,0.00039023207500576973,0.0,3759466.0
258,8.498076131679966e-10,0.0,3314235.0
259,0.9999997615814209,1.0,246177.0
260,0.4776661694049835,0.0,4616312.0
261,2.450090732963872e-06,0.0,443088.0
262,0.9992803931236267,1.0,1956975.0
263,0.9999924898147583,1.0,2038595.0
264,1.1457385085122951e-07,0.0,3809969.0
265,0.999998927116394,1.0,274684.0
266,0.02609361708164215,0.0,4575262.0
267,0.9999634027481079,1.0,2854969.0
268,0.5806310176849365,1.0,2714541.0
269,1.3927667907864816e-07,0.0,2029557.0
270,0.9999986886978149,1.0,927694.0
271,0.9977282881736755,1.0,3350316.0
272,0.9756546020507812,1.0,1148907.0
273,0.9657989144325256,1.0,107071.0
274,0.03944040834903717,0.0,2972012.0
275,0.9999744892120361,1.0,3320867.0
276,0.9999978542327881,1.0,3234357.0
277,0.9998133778572083,1.0,2331732.0
278,1.9732288983284476e-32,0.0,436551.0
279,0.9992000460624695,1.0,2029350.0
280,0.9999992847442627,1.0,1342880.0
281,1.076376634046028e-06,0.0,1738914.0
282,0.5389454364776611,0.0,4307808.0
283,0.029245086014270782,0.0,1558431.0
284,0.9999725818634033,1.0,1001555.0
285,0.9999940395355225,1.0,1825474.0
286,0.9999973773956299,1.0,1073633.0
287,0.00019019359024241567,0.0,5479848.0
288,0.9999768733978271,1.0,2309473.0
289,0.9998722076416016,1.0,2056763.0
290,0.9999953508377075,1.0,2608231.0
291,0.9999990463256836,1.0,48481.0
292,0.9999758005142212,1.0,2702831.0
293,0.9904839992523193,1.0,3288267.0
294,0.9886795878410339,1.0,2417186.0
295,0.9999828338623047,1.0,262499.0
296,0.9999973773956299,1.0,424576.0
297,0.9999663829803467,1.0,3548835.0
298,0.98988276720047,1.0,44063.0
299,0.9999895095825195,1.0,2717980.0
300,0.9981946349143982,1.0,2341920.0
301,0.12451432645320892,0.0,4727201.0
302,0.9999641180038452,1.0,967965.0
303,3.3869387329465983e-12,0.0,258943.0
304,0.008900318294763565,0.0,424239.0
305,0.9998857975006104,1.0,1003676.0
306,8.130886186563657e-09,0.0,584466.0
307,6.415069719878375e-08,0.0,2035294.0
308,1.4816671097081798e-18,0.0,5276963.0
309,0.9848523736000061,1.0,3425180.0
310,0.9790522456169128,1.0,1262846.0
311,2.389059783336478e-10,0.0,1386200.0
312,5.750728673506339e-19,0.0,2698566.0
313,0.9999845027923584,1.0,1431834.0
314,0.00011952447675867006,0.0,2310530.0
315,0.9999990463256836,1.0,2708831.0
316,0.9999973773956299,1.0,3552454.0
317,0.9504300951957703,1.0,2710845.0
318,0.9756913781166077,1.0,3243352.0
319,0.9999861717224121,1.0,706025.0
320,0.999289870262146,1.0,2446845.0
321,8.986723696580157e-05,0.0,4705132.0
322,0.9995694756507874,1.0,3355402.0
323,1.0,1.0,2419200.0
324,0.8025669455528259,1.0,223966.0
325,7.389818738943859e-22,0.0,1456222.0
326,2.547981421230361e-05,0.0,5148980.0
327,5.8146903958444796e-11,0.0,3249621.0
328,0.9999622106552124,1.0,729902.0
329,3.8489863072754815e-05,0.0,5174908.0
330,0.999984860420227,1.0,1350235.0
331,0.9999997615814209,1.0,3326926.0
332,8.99181941349525e-06,0.0,3738593.0
333,0.9999123811721802,1.0,2496120.0
334,2.2441735427446152e-13,0.0,5151917.0
335,0.9728922843933105,1.0,3321030.0
336,0.9796237349510193,1.0,843138.0
337,0.9998396635055542,1.0,2993821.0
338,0.9999336004257202,1.0,571509.0
339,0.9968851208686829,1.0,135962.0
340,0.9999973773956299,1.0,47369.0
341,0.8240970373153687,1.0,1265188.0
342,0.9838924407958984,1.0,3365348.0
343,0.7087818384170532,0.0,244664.0
344,0.00010438429308123887,0.0,3651111.0
345,1.58034429986742e-09,0.0,21749.0
346,0.26962709426879883,1.0,483348.0
347,7.514995318650784e-20,0.0,480785.0
348,0.9991167187690735,1.0,5136.0
349,0.9999997615814209,1.0,1674252.0
350,0.05423058941960335,0.0,2319699.0
351,1.4588806829252121e-09,0.0,5553580.0
352,0.9232057929039001,1.0,2035852.0
353,0.9978147745132446,1.0,1132024.0
354,0.8810771703720093,1.0,1592261.0
355,8.560458555098898e-19,0.0,5541842.0
356,0.8262227177619934,1.0,227769.0
357,8.871588943293318e-05,0.0,5211371.0
358,0.12009914219379425,0.0,3548573.0
359,2.2176354832481593e-06,0.0,323867.0
360,1.699649310182849e-08,0.0,4829830.0
361,1.0129174654593953e-07,0.0,3338673.0
362,0.008087691850960255,0.0,5020065.0
363,0.9999818801879883,1.0,584769.0
364,1.6825833351366575e-19,0.0,2092049.0
365,0.0019739968702197075,0.0,3304580.0
366,0.9999583959579468,1.0,2968348.0
367,0.9920685291290283,1.0,1251519.0
368,0.999920129776001,1.0,2704891.0
369,0.0032367215026170015,0.0,1914402.0
370,0.9996485710144043,1.0,2741650.0
371,0.9961613416671753,1.0,2333545.0
372,0.9999881982803345,1.0,3384269.0
373,0.8182561993598938,1.0,2753931.0
374,0.8098609447479248,1.0,1234052.0
375,0.9999998807907104,1.0,1002306.0
376,0.03280065953731537,0.0,3336892.0
377,0.0006591568235307932,0.0,1468760.0
378,0.5925305485725403,1.0,2704402.0
379,0.9999986886978149,1.0,2738955.0
380,0.3680936396121979,0.0,4791570.0
381,0.9994450211524963,1.0,548684.0
382,5.101745955471415e-06,0.0,924141.0
383,8.732741867789162e-16,0.0,1817.0
384,8.224266536890901e-13,0.0,4221893.0
385,6.801696599723073e-06,0.0,4763037.0
386,1.1320494195388164e-05,0.0,3954259.0
387,2.7534363198356004e-06,0.0,1971281.0
388,0.9999970197677612,1.0,1892060.0
389,0.0388931930065155,1.0,581623.0
390,0.9940253496170044,1.0,2401399.0
391,9.153092346558811e-12,0.0,3340689.0
392,8.61345625935428e-08,0.0,5223178.0
393,3.4426643393675738e-12,0.0,5172945.0
394,3.0893084500342042e-18,0.0,4228473.0
395,0.7141098380088806,0.0,2418665.0
396,2.042012417922327e-15,0.0,5070123.0
397,2.4967450037275014e-18,0.0,3925177.0
398,0.9187228083610535,1.0,850145.0
399,0.9990178346633911,1.0,477317.0
400,6.000847735387893e-11,0.0,3737073.0
401,0.9999656677246094,1.0,1192271.0
402,0.9999994039535522,1.0,844914.0
403,0.5682052373886108,0.0,2249545.0
404,0.9286755323410034,1.0,2084697.0
405,0.659109354019165,1.0,3420298.0
406,0.04597438871860504,0.0,1074601.0
407,0.007507816422730684,0.0,2416951.0
408,0.9997168183326721,1.0,2012913.0
409,0.999575674533844,1.0,823409.0
410,2.8816209096357067e-16,0.0,330974.0
411,1.0,1.0,1956657.0
412,0.0005464613786898553,0.0,4227088.0
413,1.0,1.0,1866494.0
414,3.114180435659364e-05,0.0,5053042.0
415,0.015683069825172424,0.0,1739157.0
416,8.612222472947906e-07,0.0,2975537.0
417,9.879718435501159e-14,0.0,107469.0
418,3.453733701709096e-23,0.0,5365996.0
419,0.004196869675070047,0.0,3781669.0
420,0.2510601580142975,1.0,575744.0
421,0.12830588221549988,0.0,3542233.0
422,0.9965927004814148,1.0,65110.0
423,0.630180299282074,0.0,3445705.0
424,3.6619406102280164e-14,0.0,2404973.0
425,1.486892900470771e-11,0.0,572237.0
426,3.305092199923365e-09,0.0,3956769.0
427,4.880369441906396e-10,0.0,5559631.0
428,0.9999997615814209,1.0,2026702.0
429,0.4428006112575531,1.0,543827.0
430,0.9999403953552246,1.0,251022.0
431,2.1799737015548715e-10,0.0,521491.0
432,0.9977152347564697,1.0,1592141.0
433,3.7711395179940155e-06,0.0,4269006.0
434,1.840884955583988e-08,0.0,285359.0
435,0.48050057888031006,0.0,2634383.0
436,2.776543201546476e-21,0.0,2402626.0
437,2.6043152079324727e-09,0.0,583454.0
438,1.0,1.0,1475251.0
439,0.9999877214431763,1.0,2451060.0
440,1.0,1.0,267447.0
441,0.00011389332939870656,0.0,258169.0
442,7.985007620392448e-12,0.0,5561800.0
443,0.999891996383667,1.0,3259918.0
444,0.06152387335896492,0.0,4849809.0
445,0.9999892711639404,1.0,583755.0
446,3.6859577072410616e-24,0.0,1693461.0
447,0.3869054913520813,0.0,1244284.0
448,7.298804121091962e-07,0.0,262845.0
449,0.9523513913154602,1.0,2710911.0
450,0.12119550257921219,0.0,3112584.0
451,0.9999995231628418,1.0,2322609.0
452,0.9508353471755981,1.0,1351826.0
453,5.843572807862074e-07,0.0,996222.0
454,0.9900869727134705,1.0,476184.0
455,0.9998549222946167,1.0,1441158.0
456,0.9952717423439026,1.0,1425264.0
457,0.08864397555589676,0.0,3817849.0
458,0.9998688697814941,1.0,931699.0
459,2.7448141537433912e-09,0.0,3393099.0
460,0.26386627554893494,0.0,4783842.0
461,0.7776378393173218,0.0,2333941.0
462,3.305607242509723e-05,0.0,4950917.0
463,0.0005535476375371218,0.0,3658833.0
464,0.9999411106109619,1.0,2760547.0
465,0.9999016523361206,1.0,1456824.0
466,0.9999998807907104,1.0,584564.0
467,2.0860762769969732e-11,0.0,3637998.0
468,3.575577334213875e-10,0.0,445761.0
469,0.007110260892659426,0.0,4110126.0
470,0.99994957447052,1.0,187858.0
471,0.999997615814209,1.0,3228018.0
472,0.9929793477058411,1.0,2870903.0
473,0.46903103590011597,0.0,3616270.0
474,1.7734733148699888e-07,0.0,718082.0
475,3.9634434756408154e-07,0.0,2031162.0
476,0.9998043179512024,1.0,2875105.0
477,0.9983569979667664,1.0,283423.0
478,0.9999982118606567,1.0,535075.0
479,6.080978891986888e-06,0.0,4267934.0
480,0.9999798536300659,1.0,3520965.0
481,2.571304502652083e-09,0.0,2064451.0
482,0.9817199110984802,1.0,461912.0
483,9.542501356918365e-05,0.0,994426.0
484,0.9999862909317017,1.0,1969310.0
485,4.699828304310927e-10,0.0,3712464.0
486,8.984843251347296e-12,0.0,286565.0
487,0.9996895790100098,1.0,1427624.0
488,2.571367758719134e-07,0.0,264059.0
489,8.835868214873699e-08,0.0,2868562.0
490,0.9993138313293457,1.0,11007.0
491,6.5347735163152e-27,0.0,455011.0
492,0.9999967813491821,1.0,930139.0
493,0.9999995231628418,1.0,2244210.0
494,1.4186501573476562e-07,0.0,3828273.0
495,1.0187535744687775e-18,0.0,3882834.0
496,1.1531163524036714e-10,0.0,4989780.0
497,0.05080120638012886,0.0,1716934.0
498,0.0007390272803604603,0.0,3251554.0
499,0.04993746057152748,0.0,4567515.0
500,0.8576036691665649,1.0,2892693.0
501,0.07947417348623276,0.0,1010037.0
502,0.9987568855285645,1.0,3293552.0
503,0.9984813332557678,1.0,250597.0
504,0.9999179840087891,1.0,1254274.0
505,0.9999971389770508,1.0,2055664.0
506,0.5857271552085876,1.0,1439015.0
507,3.668558861136262e-07,0.0,2243833.0
508,5.1244347663736785e-18,0.0,4213558.0
509,0.9999593496322632,1.0,2892817.0
510,0.994432270526886,1.0,3267425.0
511,0.9979275465011597,1.0,1810638.0
512,0.8691496849060059,1.0,571745.0
513,0.9987993240356445,1.0,2322891.0
514,0.9999915361404419,1.0,595438.0
515,0.1791938841342926,1.0,3006912.0
516,0.9999986886978149,1.0,185813.0
517,0.9976721405982971,1.0,745820.0
518,0.9999926090240479,1.0,3523369.0
519,2.1627512225563805e-08,0.0,1228557.0
520,0.011007932014763355,0.0,4121638.0
521,0.07794906944036484,0.0,4991265.0
522,1.555460403324105e-05,0.0,3212366.0
523,0.9687701463699341,1.0,3161657.0
524,0.9999938011169434,1.0,1562604.0
525,7.93876249460812e-13,0.0,4700291.0
526,0.9999985694885254,1.0,3414095.0
527,1.6723066437407397e-05,0.0,3665247.0
528,4.265182340645879e-08,0.0,1380665.0
529,0.9929452538490295,1.0,504605.0
530,4.501086725561265e-10,0.0,5543467.0
531,0.999974250793457,1.0,3206320.0
532,0.4261162579059601,0.0,3505755.0
533,0.6504110097885132,1.0,3164570.0
534,0.9999953508377075,1.0,2758008.0
535,0.04718794301152229,0.0,3286484.0
536,0.9970322847366333,1.0,1355606.0
537,0.16162946820259094,0.0,1746478.0
538,0.9866020679473877,1.0,480852.0
539,8.91943543273227e-22,0.0,5175302.0
540,4.78585135965659e-08,0.0,4950003.0
541,0.9999394416809082,1.0,2717395.0
542,0.011324314400553703,0.0,4098313.0
543,0.0011326445965096354,0.0,249113.0
544,0.0007557382341474295,0.0,3318360.0
545,8.160259165566276e-18,0.0,2316975.0
546,6.005322461533069e-08,0.0,586869.0
547,1.5828570099074568e-07,0.0,2679918.0
548,4.928810692916841e-09,0.0,1519219.0
549,0.2569885849952698,1.0,1685133.0
550,0.9999980926513672,1.0,2716820.0
551,0.9979148507118225,1.0,2763022.0
552,0.5015292167663574,1.0,3351584.0
553,0.6207110285758972,1.0,1850483.0
554,0.9999542236328125,1.0,3365090.0
555,0.9997968077659607,1.0,559261.0
556,0.22962592542171478,0.0,4885975.0
557,1.600473226170962e-10,0.0,4771501.0
558,0.9999117851257324,1.0,1239460.0
559,0.9996726512908936,1.0,547072.0
560,0.9999934434890747,1.0,853369.0
561,5.357767382708941e-29,0.0,173798.0
562,0.9893442392349243,1.0,3345118.0
563,0.9082765579223633,1.0,2565598.0
564,0.98997962474823,1.0,2450677.0
565,1.0,1.0,549448.0
566,0.9998486042022705,1.0,1941380.0
567,0.9886822700500488,1.0,1731402.0
568,5.806531135021942e-06,0.0,1212680.0
569,1.4703275625022397e-14,0.0,4590017.0
570,4.812021074940276e-07,0.0,573306.0
571,6.764503237069452e-13,0.0,154571.0
572,0.9988560676574707,1.0,2758167.0
573,1.7057611833432018e-12,0.0,3685001.0
574,0.9693856835365295,1.0,2998321.0
575,0.94926518201828,1.0,3311207.0
576,0.9047676920890808,1.0,530291.0
577,0.9999982118606567,1.0,929978.0
578,2.859361530178276e-22,0.0,2507954.0
579,0.9999996423721313,1.0,2468983.0
580,4.2339436853384754e-16,0.0,99473.0
581,7.992623451968939e-09,0.0,912514.0
582,0.9997547268867493,1.0,260641.0
583,0.002333727665245533,0.0,1469244.0
584,0.007363490294665098,0.0,5151510.0
585,0.006598808337002993,0.0,4389940.0
586,5.3934321438171214e-20,0.0,2439532.0
587,0.7729710936546326,0.0,2462489.0
588,2.1117888254068573e-12,0.0,3978587.0
589,1.0,1.0,2855573.0
590,1.125059767570491e-11,0.0,3762928.0
591,9.020766356115928e-08,0.0,5117666.0
592,0.99977046251297,1.0,2446028.0
593,9.964272067009006e-06,0.0,1238043.0
594,0.9596630930900574,1.0,1365163.0
595,0.006802224088460207,0.0,5151839.0
596,0.9999575614929199,1.0,1797292.0
597,3.488302699452883e-17,0.0,1385714.0
598,0.9999940395355225,1.0,3212403.0
599,0.9999921321868896,1.0,2884825.0
600,0.8829594850540161,0.0,2450774.0
601,0.9999958276748657,1.0,2479901.0
602,0.9970882534980774,1.0,3326951.0
603,0.0029505372513085604,0.0,1430654.0
604,1.795247978053638e-13,0.0,1851067.0
605,0.9984424710273743,1.0,120666.0
606,0.9999473094940186,1.0,2340759.0
607,4.179807433501992e-08,0.0,990525.0
608,0.01331357378512621,0.0,4552161.0
609,0.9998550415039062,1.0,2710997.0
610,6.89381777192466e-05,0.0,5152868.0
611,0.7676838636398315,1.0,919986.0
612,0.9999653100967407,1.0,2098977.0
613,0.9999511241912842,1.0,3180560.0
614,0.9952450394630432,1.0,3560200.0
615,0.36117950081825256,0.0,4256650.0
616,8.237108772846113e-09,0.0,575924.0
617,0.9999978542327881,1.0,2697931.0
618,0.9983199238777161,1.0,1462965.0
619,0.9910469651222229,1.0,2728943.0
620,1.7753190705978603e-19,0.0,4302976.0
621,5.327691496859188e-07,0.0,199662.0
622,2.982872004952952e-10,0.0,253222.0
623,0.0003662124800030142,0.0,2033385.0
624,0.3783460259437561,0.0,3586065.0
625,0.04335448518395424,0.0,4554316.0
626,0.003323697717860341,0.0,2911278.0
627,0.9999973773956299,1.0,3419664.0
628,0.983107328414917,1.0,1499381.0
629,2.4511995434295386e-05,0.0,283574.0
630,4.951433001826479e-17,0.0,2880824.0
631,9.996050494009978e-07,0.0,100131.0
632,0.2204291820526123,0.0,4422597.0
633,0.9999983310699463,1.0,3198262.0
634,0.2613186538219452,0.0,2796355.0
635,0.15571150183677673,1.0,2096289.0
636,0.9999915361404419,1.0,1386168.0
637,4.542507311780759e-19,0.0,431119.0
638,1.538173234616469e-11,0.0,1450268.0
639,3.0278558581591444e-19,0.0,2345659.0
640,0.9999964237213135,1.0,2310906.0
641,3.4190605219919235e-05,0.0,2715351.0
642,0.16733428835868835,1.0,2018932.0
643,4.1350973333464935e-05,0.0,587004.0
644,0.16980572044849396,0.0,2478322.0
645,9.279354173941101e-09,0.0,5151813.0
646,2.429227833999903e-06,0.0,4228819.0
647,0.05773709714412689,0.0,2753337.0
648,0.9881517291069031,1.0,2444917.0
649,0.9999856948852539,1.0,2066677.0
